"DEROG","DELINQ","CLAGE","NINQ","DEBTINC","BAD"
0,0,81.10679915,1,33.86964175,"0"
0,2,335.98931518,1,30.37586285,"1"
0,0,91.923528914,0,35.243120856,"0"
0,0,322.00454197,0,15.916769212,"0"
0,0,154.48481378,2,41.119153488,"0"
0,0,208.92069357,3,37.055724552,"0"
0,0,118.91849399,0,24.769621931,"0"
0,0,232.29213861,0,32.012701356,"0"
0,1,175.1914887,0,34.231393529,"0"
0,0,210.99697546,1,23.807147729,"0"
0,0,77.445106295,2,36.869212637,"0"
0,0,178.1121065,1,33.795091238,"0"
0,0,159.20708757,4,38.94860467,"0"
0,0,222.91307236,0,32.968632674,"0"
0,0,176.84619551,0,27.865588733,"0"
0,0,147.91098236,1,30.962076653,"1"
0,0,74.435993325,0,41.060320697,"0"
0,0,195.87763265,0,24.877508414,"0"
0,0,169.85244928,0,25.10971349,"0"
1,0,110.74174156,2,48.340234737,"1"
0,0,214.36204349,0,36.30954976,"0"
0,0,145.75659669,4,31.336418262,"0"
0,0,124.56401792,1,34.95327869,"0"
0,2,82.708309337,2,36.947798216,"1"
1,0,345.54310649,1,15.761919171,"0"
0,0,179.127926,2,29.549283511,"0"
1,3,179.97707017,3,37.428937524,"0"
0,0,261.18963685,0,28.953067713,"0"
0,0,137.70778301,0,36.801624728,"0"
0,0,20.759215295,1,42.009390078,"0"
3,0,71.44366499,1,24.470299986,"0"
2,2,234.02181639,3,19.089300996,"1"
0,0,125.38544605,3,36.229863857,"0"
0,0,268.10759246,0,36.158718102,"0"
0,0,163.13185891,2,40.943866269,"0"
0,0,145.96234363,0,39.244669483,"0"
0,1,180.94510639,1,33.900056418,"0"
0,0,159.61701999,1,40.752980373,"0"
1,2,182.69566963,1,35.51267298,"0"
0,0,250.56135691,0,34.913793441,"0"
0,0,239.74372086,0,41.077117828,"0"
0,0,258.62150111,0,29.330142054,"0"
0,0,202.46588178,2,42.814734648,"0"
0,0,300.57942292,0,28.118296895,"0"
0,0,263.93117074,0,29.96620202,"0"
0,0,211.87694515,3,38.104208119,"0"
0,1,98.417753249,0,39.294102796,"0"
0,0,130.77656998,1,33.539887477,"0"
0,0,174.50640819,1,36.010891518,"0"
0,0,290.31077491,0,34.69906743,"0"
0,0,147.35531256,0,28.522553371,"0"
0,0,209.46059432,3,39.521844526,"0"
0,0,268.58679992,4,42.692396714,"0"
0,1,348.66949199,0,39.550703015,"0"
0,0,209.12994572,3,37.714107061,"0"
0,0,238.62182004,3,31.552706969,"0"
0,0,115.32388361,0,36.85085748,"0"
0,0,114.8430305,1,26.3251112,"0"
0,2,185.33850577,0,35.549808739,"0"
0,0,263.96101511,0,36.438466265,"0"
1,2,194.27383376,1,37.134421937,"0"
0,0,245.60569562,1,43.396204585,"0"
0,2,399.35570145,0,21.260894854,"0"
0,1,107.9131329,0,36.327022401,"0"
0,0,201.83559082,3,39.666054406,"0"
0,0,209.04311656,0,36.088037065,"0"
0,1,269.62871093,0,28.17242611,"0"
0,0,148.06729076,0,41.612898979,"0"
2,0,362.51225026,1,14.26712754,"0"
0,0,174.34778761,2,27.969137978,"0"
0,0,111.00781887,2,38.773136983,"0"
0,0,255.37875694,4,41.625398584,"0"
0,0,302.20191511,0,16.778576691,"0"
0,0,259.73311697,1,35.310217008,"0"
0,2,181.72253428,0,32.652022631,"0"
0,0,144.53360587,1,38.781048258,"0"
0,0,171.94583874,1,41.960105913,"0"
0,3,181.30579978,0,39.272466343,"1"
0,0,201.04240208,2,43.471677292,"0"
0,0,66.723946838,0,36.516532499,"0"
0,0,215.61201633,0,40.304301343,"0"
0,0,231.9014789,2,26.702473442,"0"
0,0,73.455765867,2,28.709192906,"0"
0,0,154.75212087,1,39.389908828,"0"
0,0,103.69281836,0,36.665318539,"0"
2,3,182.18025649,3,37.073413461,"0"
0,0,135.33270363,4,29.409524029,"0"
0,0,133.54201413,0,22.964772727,"0"
0,0,176.95253246,0,34.596837528,"0"
0,0,75.892415281,2,36.395366326,"0"
0,0,65.000742252,2,30.268368849,"0"
0,0,181.40485044,1,34.315437212,"0"
0,0,271.65672425,5,40.561983645,"0"
0,2,155.81528651,0,29.556366385,"0"
0,0,308.10854035,0,29.482527873,"0"
0,1,171.95341056,0,32.843504905,"0"
0,0,179.44333226,0,37.705159171,"0"
0,0,195.04218544,3,43.335346713,"0"
0,0,250.32958449,0,30.971730126,"0"
0,0,108.01914173,3,37.846648093,"0"
0,0,221.22314273,2,41.482142965,"0"
0,2,159.25249684,0,42.305239736,"0"
0,0,183.10936064,0,22.643395545,"0"
0,0,73.075238088,1,34.2526057,"0"
0,0,108.79023328,2,40.990703819,"0"
0,0,76.933122961,1,30.422429425,"0"
0,0,303.68822972,0,27.869079212,"0"
0,0,259.10302278,0,29.479662342,"0"
0,0,316.03624437,0,26.166013822,"0"
0,0,105.66623421,0,20.333155595,"0"
0,0,68.583689736,0,36.839422636,"0"
0,0,230.45755435,10,33.383314175,"0"
0,0,295.72131731,0,29.966602425,"0"
0,0,135.94862249,0,27.194107012,"0"
1,3,120.78139621,1,23.20471329,"1"
0,2,134.63357916,0,39.196149463,"1"
0,2,209.47991026,0,35.774891787,"1"
0,0,239.08369595,0,19.626149514,"0"
0,0,111.8099755,0,39.008508115,"0"
0,0,142.03790337,5,34.122753508,"0"
0,0,83.062468192,0,42.403634209,"0"
2,1,176.53032737,0,24.393714522,"1"
0,0,284.49690358,0,31.164149986,"0"
0,0,239.77323213,3,42.236189141,"0"
0,0,182.40075506,0,21.296075321,"0"
0,0,153.08755553,0,40.195306935,"0"
0,0,71.550477459,0,34.75170874,"0"
0,0,297.9070847,1,25.940710954,"0"
0,2,180.18742244,0,33.351870253,"0"
2,6,111.58860329,5,91.612599977,"1"
0,0,210.20212954,0,41.011001372,"0"
0,0,242.94051409,2,32.175036059,"0"
0,0,90.273079432,0,41.693377223,"1"
2,0,69.268409144,0,23.916346606,"0"
0,1,341.64350174,0,40.107659088,"0"
0,0,278.30142446,1,43.313200229,"1"
0,0,145.79410614,0,40.114411439,"0"
0,0,234.94895108,0,30.951437369,"0"
0,0,223.88104,0,36.753652674,"0"
2,0,183.60866723,0,26.431314522,"0"
0,0,235.68096702,0,33.770037533,"0"
0,0,153.73539865,1,29.964687389,"0"
0,0,254.25961308,0,28.885618182,"0"
0,0,259.81328323,1,23.735216156,"0"
1,0,255.96142794,0,35.453810357,"0"
0,0,186.99935879,2,25.81001106,"0"
0,0,169.44834174,0,34.130768601,"0"
0,0,69.823553128,0,41.637058771,"0"
0,0,116.33768431,0,28.296734839,"0"
0,0,204.40944332,1,28.364798507,"0"
0,0,200.15536564,1,20.116982025,"0"
0,0,257.22632505,1,33.903063818,"0"
0,1,135.76848539,2,29.448045527,"0"
0,0,211.10255212,2,42.254580037,"0"
0,0,215.98589471,3,37.148691731,"0"
0,7,184.61319091,0,18.194280421,"1"
0,0,105.77172611,4,37.458280401,"0"
0,0,301.56399129,0,29.17813328,"0"
0,0,110.20635054,1,19.187914011,"0"
0,0,130.34246718,4,34.792831648,"1"
0,0,194.63461729,0,22.023264648,"0"
0,0,237.68227828,0,33.089017513,"0"
0,0,199.53304804,0,25.092147219,"0"
0,0,151.4710746,1,42.282137884,"0"
0,2,134.3555745,0,31.98051047,"0"
0,0,134.99325176,4,29.778946076,"0"
0,0,276.54991315,1,36.599391114,"0"
0,0,174.5911708,2,50.276214936,"1"
0,0,178.33902633,3,27.541140882,"0"
0,0,123.66357507,4,30.635348147,"0"
0,0,76.431213214,2,31.041183878,"0"
0,0,209.05180452,0,39.64882408,"0"
0,0,196.1321341,0,23.773201872,"0"
0,1,219.67280084,0,34.639961398,"1"
0,0,106.98389551,2,29.057908417,"0"
0,0,232.35332303,10,36.470707024,"0"
0,0,238.26434622,3,32.13676623,"0"
0,0,139.98397675,0,43.797459562,"1"
0,0,137.84110526,2,40.289761298,"0"
0,0,127.06000805,1,31.338764479,"0"
0,0,130.16751478,1,27.172964706,"0"
0,0,260.08494491,0,28.839933481,"0"
0,0,144.99929699,3,30.130636379,"0"
0,0,262.30674029,0,30.933678393,"0"
0,0,253.59245092,3,30.686218746,"0"
0,0,145.10187268,1,34.429631976,"0"
0,0,205.6830398,0,20.989811835,"0"
0,0,115.13688503,0,28.738343193,"0"
0,0,220.89922098,0,39.877500773,"0"
0,0,190.75304367,1,40.778142317,"0"
0,0,314.4683435,0,27.608918922,"0"
0,0,255.71956727,0,23.062913802,"0"
0,0,217.27719188,0,34.095384038,"0"
0,0,244.83986415,2,32.647541118,"0"
0,2,137.59782329,0,41.613325222,"0"
0,0,262.07916362,1,21.981066452,"0"
0,1,285.20006197,1,28.171651103,"0"
0,0,169.34664702,1,42.791632518,"0"
0,0,193.70205076,0,36.262691334,"0"
0,0,120.95551442,0,21.11871262,"0"
0,0,114.41203294,0,21.46972396,"0"
0,0,171.6224654,0,36.555188948,"0"
0,0,295.79211095,0,30.303766952,"0"
0,0,132.6602719,2,39.686959105,"0"
0,0,121.74760077,4,29.30354901,"0"
0,0,109.33079808,1,40.871987202,"0"
0,0,121.298029,1,24.761899592,"0"
0,0,118.74648606,3,29.571263376,"0"
2,0,176.418283,0,27.644954624,"0"
0,0,94.38539454,0,40.136054213,"0"
0,0,284.51696603,1,32.911384663,"0"
0,0,179.34102702,0,35.852863711,"0"
0,0,104.40459654,1,24.35085757,"0"
0,0,174.67690038,0,27.191720909,"0"
0,0,85.748149115,2,31.547811669,"0"
0,0,178.93616767,0,27.062233476,"0"
0,0,163.99161436,2,41.492816338,"0"
0,0,123.21810499,1,18.324935276,"0"
0,0,233.39727318,2,31.316415415,"0"
8,1,220.91726199,0,47.914521113,"1"
0,0,166.84639629,2,27.527227051,"0"
0,0,24.955529607,1,39.103725167,"0"
0,0,250.45228937,10,36.876234534,"0"
0,0,254.66452576,0,38.724679607,"0"
0,0,237.59925433,0,34.883435314,"0"
0,0,118.97606272,0,25.963060686,"0"
0,0,259.74689056,0,30.568713386,"0"
0,0,228.56035401,0,34.124242283,"0"
0,0,135.84837377,0,24.684137856,"0"
0,0,107.12103915,2,41.932036627,"0"
0,0,236.50811644,0,30.181217161,"0"
0,0,122.11663939,1,20.82876656,"0"
0,0,260.89153319,0,28.1898371,"0"
0,0,80.706197627,1,34.529550086,"0"
0,0,126.73042833,0,36.46319167,"1"
0,0,317.24400167,0,17.617908723,"0"
0,0,182.88257536,0,32.224452406,"0"
0,0,164.29505001,1,41.546002515,"0"
0,0,148.35522113,0,42.033084871,"0"
0,0,286.30181489,0,28.638062771,"0"
0,0,237.83915914,0,31.25670012,"0"
0,1,87.431226279,2,29.404935156,"0"
0,0,193.68506884,2,34.542533238,"0"
0,0,86.641823326,0,23.397362241,"0"
0,0,169.98530778,0,35.635393849,"1"
0,0,163.4989942,0,35.428415656,"1"
0,0,302.652472,0,18.423923816,"0"
2,0,189.56390632,0,29.417708768,"0"
0,0,222.81508892,0,40.524796869,"0"
0,1,67.038031911,0,40.317434429,"1"
0,0,166.49606529,3,29.316710061,"0"
0,0,71.420815089,2,29.151698162,"0"
0,0,120.82737185,0,25.27620451,"0"
0,0,76.914717556,2,30.69643481,"0"
0,0,106.65751886,1,25.197806875,"0"
0,0,245.67057762,1,23.112289816,"0"
0,1,273.60251714,0,26.84247974,"0"
3,0,78.687519875,0,25.430314939,"0"
1,1,148.42324633,0,31.770101546,"0"
0,0,277.79408675,0,23.705359284,"0"
2,0,88.754574794,0,24.224695417,"0"
0,1,94.971595989,3,30.920501687,"0"
0,0,184.77721416,0,34.483990385,"0"
0,0,240.86344144,0,34.532496085,"0"
0,0,191.17794146,0,36.64708052,"0"
1,0,242.55236799,2,29.819634389,"0"
0,0,162.02394644,0,42.897162114,"0"
0,0,214.42620557,0,34.751158347,"0"
1,0,126.49380515,2,28.394817363,"0"
0,0,249.24880458,0,21.009280887,"0"
0,0,269.71854827,1,38.507887732,"0"
1,1,113.89796663,1,27.108081708,"0"
0,0,127.16522994,3,38.953722682,"0"
0,0,30.009474259,2,39.080207117,"0"
0,0,91.005539849,0,19.240351261,"0"
0,0,81.314818639,2,33.981408348,"0"
0,0,121.06495368,1,22.576823939,"0"
0,0,133.93050973,1,35.547407219,"0"
0,0,243.99793481,3,29.048020616,"0"
3,0,129.96775559,0,3.0161414514,"1"
0,1,122.08949983,5,43.06260476,"1"
0,0,125.03135342,1,26.343855653,"0"
0,0,173.01078502,1,41.583529165,"0"
0,0,279.24075144,0,36.19837544,"0"
1,1,155.44545292,1,33.135696766,"0"
0,0,313.77973109,1,27.751942776,"0"
0,0,194.11317353,2,41.329763904,"0"
0,0,103.10650454,0,39.840875348,"1"
0,0,288.58189104,0,28.275562841,"0"
0,0,91.074218176,0,21.620580277,"0"
0,0,156.33174453,2,28.164440536,"0"
0,0,105.67597798,0,27.473814727,"0"
0,0,134.85999691,4,29.535058556,"0"
0,0,119.08311639,5,36.360597073,"0"
0,0,153.69186903,0,30.900915596,"0"
0,0,267.8272583,0,28.420293345,"0"
0,0,275.28311554,5,39.323885122,"0"
0,0,110.05673141,0,28.802398701,"0"
3,2,206.51873487,1,43.762930265,"1"
0,0,114.85553461,1,22.957291799,"0"
2,0,83.466086341,0,22.553039619,"0"
0,0,233.67873071,0,33.550265214,"0"
0,0,239.02367545,1,38.171623527,"0"
3,0,188.50167197,1,26.5682704,"0"
0,0,305.91507573,0,29.653563484,"0"
0,0,218.30497768,0,34.24246473,"0"
0,0,132.42191904,4,35.348485897,"0"
0,1,198.83120375,1,32.012392305,"0"
0,0,341.50208471,0,39.996710402,"0"
0,0,133.78758095,3,31.486460831,"0"
0,0,98.139893685,2,36.237233671,"0"
0,0,82.948973217,2,34.317240799,"0"
0,0,256.0038054,1,42.581948931,"0"
0,0,124.45053234,4,28.558183481,"0"
0,0,268.4203579,0,28.13158042,"0"
0,0,248.18841905,0,30.080158196,"0"
0,0,160.1036,0,41.007363531,"0"
0,0,91.715292521,9,39.070153046,"1"
0,0,81.964151286,2,36.461210536,"0"
0,0,80.772149906,2,34.475596781,"0"
0,0,180.52329284,0,36.377182949,"0"
0,0,119.67249086,1,21.418227456,"0"
0,0,86.894929919,1,38.850348541,"0"
0,0,144.52964999,0,36.371704029,"0"
0,0,104.18324735,2,29.141862813,"0"
0,0,111.39938495,0,26.062043252,"0"
0,0,127.12214723,2,37.957103675,"0"
1,0,279.94798859,1,37.180947854,"0"
0,0,129.53731519,4,36.776212768,"0"
0,0,79.757390313,0,41.447331871,"0"
0,0,86.716593393,1,29.321754466,"0"
0,0,135.97527671,0,25.861812336,"0"
0,0,134.5043482,0,29.383996531,"0"
1,0,95.599100855,1,28.505590561,"0"
0,0,194.44346565,1,42.245940745,"0"
0,0,198.07538071,1,31.545842659,"0"
0,0,323.10200419,0,40.252928754,"0"
1,0,105.74964198,2,27.375269408,"0"
0,0,120.13670832,0,27.616333832,"0"
0,0,147.94667979,4,27.961550213,"0"
0,0,196.69969558,0,22.383856558,"0"
0,0,254.35602009,0,28.815035637,"0"
0,0,137.38937273,0,36.44647661,"0"
0,0,295.49573298,0,29.609920041,"0"
0,0,265.39531284,1,38.500796453,"0"
0,0,91.743482377,2,31.114929746,"0"
0,0,138.13350449,2,61.89063458,"1"
0,0,174.5215618,0,41.863376119,"0"
0,0,96.734902994,0,21.74161074,"0"
0,0,260.38343907,0,27.533272218,"0"
0,0,275.47969762,0,20.785145567,"0"
0,0,276.16735776,1,38.379833716,"0"
0,0,124.80684586,1,39.580054341,"0"
0,2,170.93894263,0,41.157501063,"0"
0,0,100.01445522,0,41.102676905,"0"
0,1,270.28589924,0,29.160140823,"0"
0,0,155.92014866,0,36.745639039,"0"
0,0,190.25647598,0,33.799992283,"0"
0,0,242.98332141,2,32.210050357,"0"
0,0,309.50263352,0,37.7638359,"0"
0,0,174.16439552,0,24.861603531,"0"
0,1,205.65015947,0,34.818261819,"0"
0,0,150.49986791,4,31.35764214,"0"
0,0,210.27547612,0,40.432252239,"0"
0,0,301.4910256,0,27.771122696,"0"
0,0,110.82722442,4,38.826177523,"0"
0,0,301.65766575,0,19.012446366,"0"
0,0,325.99844856,0,15.335560256,"0"
0,0,281.20032907,1,39.408871403,"0"
0,0,73.756690232,0,41.823084717,"0"
2,0,76.2075921,0,22.902506621,"0"
0,0,140.07577118,1,40.667462294,"0"
0,0,213.28602181,0,36.290353532,"0"
0,0,127.56618833,3,28.171777473,"0"
0,0,194.00548665,0,20.487979653,"0"
0,0,125.9425923,0,37.68939304,"0"
0,0,134.24264794,2,35.085720684,"0"
0,2,33.449694439,1,40.104809597,"0"
0,0,81.62597086,1,39.007822759,"0"
0,0,184.54574572,0,43.016977602,"0"
0,0,122.5788363,1,40.569888421,"0"
0,0,207.96214095,0,37.122837197,"0"
1,0,82.104836481,0,22.50324916,"1"
0,0,276.9242472,2,39.244599535,"0"
0,0,57.929415092,6,42.929614185,"1"
0,0,265.5863519,1,26.750403963,"0"
0,0,93.373142196,1,31.409186356,"0"
0,0,174.89651925,2,28.065590866,"0"
0,0,202.54621956,0,23.160040592,"0"
0,0,256.2275509,1,23.3103728,"0"
0,0,310.36675681,0,17.601206169,"0"
0,0,282.62290524,0,38.097902468,"0"
0,2,196.03365793,1,36.417342576,"1"
0,0,159.00351063,0,24.990490702,"0"
0,0,85.529362471,0,37.362645,"1"
0,0,211.01664194,0,40.529405126,"0"
0,0,264.76165219,0,29.963272776,"0"
0,0,191.34421696,0,21.364312322,"0"
0,0,324.55174135,1,27.77956059,"0"
0,0,254.05619611,1,22.721013568,"0"
0,0,133.89931229,1,27.922034782,"0"
0,0,81.278511267,2,38.723895033,"0"
1,0,229.36937607,3,30.958519988,"0"
0,0,122.80432653,0,18.150902154,"0"
1,0,108.19889491,1,24.674174851,"0"
0,0,315.17831848,0,18.301959465,"0"
1,0,120.0565557,1,39.908934154,"0"
0,0,168.74803195,0,37.560862761,"0"
0,0,173.07296854,0,32.142468978,"1"
0,0,275.52354642,4,39.744298707,"0"
0,0,126.91272316,3,35.901463044,"0"
0,0,229.34507544,0,39.509681073,"0"
0,0,260.85678864,0,24.299059351,"0"
0,0,215.59249909,0,38.975114989,"0"
0,2,156.13091398,0,32.033870396,"0"
0,0,244.20784011,10,36.339362348,"0"
0,0,177.54896592,0,33.350529004,"0"
0,0,238.50131586,11,35.965898215,"0"
0,0,120.61092122,1,18.182891915,"0"
0,0,213.35928169,0,37.794991933,"0"
0,0,152.16806013,2,30.131497225,"0"
0,0,298.47641102,0,39.30720132,"0"
0,0,292.03418548,0,25.562881927,"0"
0,0,9.0485150864,1,60.645756259,"1"
0,0,164.6813583,1,37.570819629,"0"
0,0,204.09586981,0,40.660186443,"0"
0,0,226.28452431,0,40.86810919,"0"
0,0,94.69068521,0,26.322569547,"0"
0,0,127.66581767,1,39.014519389,"0"
0,1,271.27079103,0,29.634414887,"0"
0,0,185.65308797,0,36.021100446,"0"
0,0,287.44113086,2,31.759876787,"0"
0,0,221.80871754,0,36.112346519,"0"
0,0,280.78980103,0,41.23523649,"0"
0,0,90.327628204,1,29.674749569,"0"
0,0,278.68039442,2,40.108259064,"0"
0,0,261.02141544,0,34.97887956,"0"
1,0,157.41095093,1,34.23989502,"0"
0,0,110.42995037,1,39.2128036,"0"
0,0,120.53313143,2,39.294812813,"0"
0,0,128.02959933,0,28.484858563,"0"
0,3,107.38846759,0,27.69600093,"1"
0,0,176.73493223,0,36.544273113,"0"
0,0,263.38940924,1,37.183077798,"0"
0,1,116.6148587,3,30.372801078,"0"
0,2,122.60405287,1,38.588222397,"1"
0,0,272.5030662,3,39.301823191,"0"
0,5,73.087538893,0,45.195495871,"1"
0,0,242.60038784,10,36.297033121,"0"
0,0,178.89138824,0,23.74406826,"0"
0,0,244.73167355,1,38.328188879,"0"
0,0,247.96506535,0,30.326398916,"0"
2,0,70.72519735,0,24.431789613,"0"
0,0,128.23591372,0,20.950252082,"0"
0,0,149.90637879,1,30.486361232,"0"
0,0,184.23480732,1,41.03530607,"0"
0,2,382.85883592,0,38.228344754,"1"
0,0,128.28624705,0,41.569983536,"0"
0,0,171.02178171,0,36.332600416,"0"
0,0,244.47605696,11,33.196412457,"0"
0,0,131.77342323,0,23.979702773,"0"
0,0,201.92370782,0,26.31831366,"0"
0,0,147.45017701,4,29.181742636,"0"
0,0,93.044539516,2,41.25598551,"0"
0,0,123.62444842,0,37.5606476,"0"
0,0,255.52746026,0,22.540680116,"0"
0,0,155.75478906,2,28.797918584,"0"
0,0,263.15916331,10,35.404414526,"0"
0,0,211.80567437,0,31.058372507,"0"
0,0,83.69551611,5,40.349929995,"1"
0,0,285.9978979,4,41.538051097,"0"
0,0,310.65842115,0,40.051306199,"0"
0,0,208.50075586,0,23.035745844,"0"
0,0,249.9837678,0,42.435562666,"0"
0,2,143.35553116,1,33.058835116,"0"
0,0,315.81263172,1,25.650384133,"0"
2,3,194.98708812,1,52.203164506,"1"
0,0,134.00383024,0,44.915160551,"1"
0,0,239.22478943,0,20.747520522,"0"
0,0,152.17113748,0,42.218282221,"0"
0,0,209.03744147,0,38.888128371,"0"
0,1,252.26775758,1,27.674063965,"0"
0,0,116.76318442,4,35.113150487,"0"
0,3,51.525147534,1,39.862520135,"0"
0,0,328.21049264,0,12.1535212,"0"
1,1,122.95558706,1,33.519070443,"0"
0,1,137.31750781,0,27.434094849,"0"
0,0,335.15468819,0,12.706937983,"0"
0,0,108.41393655,0,22.826892443,"0"
0,0,120.73801298,2,36.834457555,"1"
0,0,191.32373689,0,28.053604481,"0"
0,3,82.443985587,1,32.327262456,"1"
2,0,69.581348102,0,24.108726876,"0"
0,1,278.89205929,0,28.232296781,"0"
0,0,192.14423547,0,40.361769906,"0"
0,0,212.66600461,0,40.213384582,"0"
0,0,160.41695863,4,32.60020273,"0"
0,2,50.53156169,1,40.392256543,"0"
0,2,54.437325617,0,40.270607618,"0"
0,0,140.51005382,0,36.318788182,"0"
1,0,101.82614234,1,38.877808385,"0"
2,0,84.205779001,1,22.113193096,"0"
0,0,125.83407016,0,37.993775785,"0"
0,0,250.92750292,1,22.175263227,"0"
0,0,299.95309804,2,30.1768704,"0"
0,0,208.69206982,0,35.859970681,"0"
0,0,156.10138093,2,27.808547086,"0"
0,0,146.82789245,1,30.289129835,"0"
0,0,230.67308026,2,30.108317431,"0"
0,0,123.46551939,2,37.99240801,"0"
0,0,179.13400863,0,39.192025867,"0"
0,0,235.62740226,0,20.723375647,"1"
1,2,113.22840343,2,32.881846931,"0"
0,0,304.24475509,0,30.422003881,"0"
0,2,177.24777998,0,28.818793116,"0"
0,0,205.21832935,2,41.230512181,"0"
0,0,311.31036041,0,26.876729861,"0"
0,0,125.55199939,1,37.78182264,"0"
0,0,288.41594954,0,17.452227433,"0"
0,0,190.39640686,0,31.737034291,"0"
0,0,241.41251498,1,35.474773102,"0"
0,0,259.57102068,0,40.347343998,"0"
3,0,72.864590397,1,24.935229965,"0"
0,0,315.46656561,0,25.912976009,"0"
0,0,129.3745132,0,39.827217203,"0"
0,0,223.33852108,0,37.301517501,"0"
0,0,207.20285047,1,42.573079502,"0"
0,0,295.11525035,0,29.014876509,"0"
0,0,296.07626178,1,30.062735712,"0"
0,0,81.596128837,3,32.948898967,"0"
0,1,122.19632494,2,30.143261328,"0"
0,0,207.4133904,3,41.058989067,"0"
0,0,162.77120092,0,43.583882525,"0"
0,0,156.42811549,0,23.570800835,"0"
0,0,236.70711828,0,27.841339881,"0"
0,0,135.60607791,0,25.725793664,"0"
0,0,117.35703247,0,21.445341417,"0"
2,1,99.519217551,1,33.20696963,"0"
0,0,205.32804581,2,43.436334345,"0"
2,2,214.06037616,1,44.21676389,"1"
2,0,76.077935453,0,24.187933859,"0"
0,0,101.96046007,0,35.994979529,"0"
0,1,64.335741119,2,29.233014839,"1"
0,0,298.21073119,0,30.961645128,"0"
0,0,210.15893736,0,32.596219565,"0"
0,0,169.983556,0,33.523278536,"0"
0,0,129.17889813,0,34.2115674,"0"
0,0,117.07375316,0,33.824716398,"0"
0,0,102.40089779,1,24.175532914,"0"
0,0,269.34262868,1,39.799112283,"0"
0,0,94.645123603,0,27.548831204,"1"
0,0,117.87361206,2,38.763699701,"0"
0,0,282.00628942,0,30.708487401,"0"
0,0,186.21582869,0,29.670506363,"0"
0,0,110.21989337,0,31.001523706,"0"
0,0,336.19846451,0,25.991819945,"0"
0,0,90.325950674,2,43.897730329,"0"
2,0,54.945678873,1,23.282933392,"0"
0,0,165.45712458,0,24.920119989,"0"
0,0,140.50291634,0,31.109528667,"0"
1,0,207.15954753,2,32.718088027,"0"
0,0,177.85421954,0,22.21960047,"0"
0,0,131.7057154,1,28.172032888,"0"
0,0,220.96515227,0,36.259337335,"0"
0,0,270.0076812,1,24.543268816,"0"
0,0,194.46001619,1,33.123728177,"0"
0,0,87.211328556,3,31.379268837,"0"
0,0,167.42934703,0,23.691156853,"0"
0,0,212.27969667,0,35.55659049,"0"
0,5,129.78013164,9,45.554415483,"1"
0,0,298.46443532,2,32.622560102,"0"
0,0,114.75901917,1,24.090882167,"0"
0,0,202.38516993,2,23.977112224,"1"
7,3,141.02742652,10,32.36849777,"1"
0,0,284.15976669,0,26.65016531,"0"
0,0,125.24258861,2,38.810661707,"0"
0,0,141.04682436,1,33.334411917,"0"
0,0,308.53202717,0,29.60368375,"0"
0,0,175.14431949,3,39.740928127,"1"
0,0,259.36069753,0,43.717499442,"1"
0,0,304.3346951,0,27.56242667,"0"
0,1,257.91592191,0,28.13047878,"0"
0,0,256.25308431,0,36.987085694,"1"
0,0,193.13589022,0,31.413585832,"0"
0,0,277.99294556,0,41.949854504,"0"
0,0,75.434327987,3,31.761828777,"0"
0,0,284.51430538,0,27.898802748,"0"
0,0,81.274155797,2,40.372556541,"1"
0,0,246.75466611,1,36.409094498,"0"
0,0,250.72554619,0,40.722196346,"0"
0,0,317.50797383,1,31.914238011,"0"
0,0,80.489238338,2,30.284772591,"0"
0,0,162.0654119,3,32.75346067,"0"
0,0,266.04079897,2,32.904357011,"0"
0,0,202.49044482,3,42.420345308,"0"
0,0,177.2573424,1,35.034481355,"0"
0,0,182.99738116,0,40.850886838,"0"
2,3,208.08886428,1,41.95642972,"1"
0,0,238.4610031,0,22.206846015,"0"
0,0,198.82742376,3,41.523497409,"0"
0,0,298.14655172,0,29.153372016,"0"
0,0,172.2000922,0,31.819622172,"0"
0,0,202.3225002,0,20.38046421,"0"
0,0,136.81211951,1,39.699961675,"0"
0,0,232.31554471,3,33.106835776,"0"
0,0,211.44110206,0,34.256364885,"0"
0,0,126.17015231,1,23.698007625,"0"
0,0,123.13398762,0,34.936673908,"0"
0,1,173.53321041,0,26.931994858,"0"
0,0,95.366348366,0,31.275182524,"0"
0,0,176.69874119,1,43.027470528,"0"
0,0,101.49536566,2,41.457025199,"0"
0,0,284.06554203,0,29.969006333,"0"
0,0,105.53037606,4,41.344845835,"1"
0,0,99.193552575,3,41.415631251,"0"
0,0,320.42145028,0,14.097940896,"0"
3,0,77.992816106,0,23.120073801,"0"
0,1,243.94168588,1,38.327816354,"0"
0,0,208.07694321,2,34.430575154,"0"
0,0,60.390652294,0,22.459624387,"1"
0,1,169.7373629,1,36.178122,"1"
0,0,331.42686954,0,26.895804457,"0"
0,0,136.12243475,1,26.404528407,"0"
0,0,283.06984094,5,39.716770715,"0"
0,0,218.53926573,0,22.484791751,"0"
0,0,178.00238341,4,40.206333768,"1"
0,0,247.27840785,0,24.357949543,"0"
0,0,186.47307149,0,38.37360781,"0"
0,0,139.83124654,3,31.814429354,"0"
0,0,213.89270901,0,34.340882368,"0"
0,0,206.23838916,3,35.00637947,"0"
0,0,295.28552348,2,32.171631931,"0"
0,0,124.03338316,1,28.173450676,"0"
0,0,118.30137184,0,17.747783551,"0"
0,0,263.76624665,0,28.674701982,"0"
