"","DELINQ","DEROG","NINQ","CLAGE","BAD","DEBTINC"
"2976",0,0,1,194.46001619,"0",33.123728177
"2977",0,0,3,87.211328556,"0",31.379268837
"2978",0,0,0,167.42934703,"0",23.691156853
"2979",0,0,0,212.27969667,"0",35.55659049
"2980",5,0,9,129.78013164,"1",45.554415483
"2981",1,1,1,104.73333333,"0",NA
"2982",0,0,2,298.46443532,"0",32.622560102
"2983",0,0,0,146.29617189,"1",35.886710153
"2984",1,0,3,251.16089383,"0",36.692167907
"2985",0,0,1,114.75901917,"0",24.090882167
"2986",0,0,2,202.38516993,"1",23.977112224
"2987",3,7,10,141.02742652,"1",32.36849777
"2988",0,0,0,284.15976669,"0",26.65016531
"2989",0,0,2,125.24258861,"0",38.810661707
"2990",0,0,1,141.04682436,"0",33.334411917
"2991",0,0,0,308.53202717,"0",29.60368375
"2992",0,0,3,175.14431949,"1",39.740928127
"2993",0,0,0,259.36069753,"1",43.717499442
"2994",5,1,1,124.9,"1",NA
"2995",0,0,0,304.3346951,"0",27.56242667
"2996",1,0,0,257.91592191,"0",28.13047878
"2997",0,0,0,256.25308431,"1",36.987085694
"2998",0,0,2,337.34230408,"0",35.412870351
"2999",0,0,0,193.13589022,"0",31.413585832
"3000",0,0,0,277.99294556,"0",41.949854504
"3001",0,0,0,256.3719323,"0",39.07781351
"3002",0,0,3,75.434327987,"0",31.761828777
"3003",0,0,3,245.53333333,"0",NA
"3004",0,0,0,199.83333333,"1",NA
"3005",0,0,1,297.9070847,"0",24.689293685
"3006",0,0,0,284.51430538,"0",27.898802748
"3007",0,0,2,81.274155797,"1",40.372556541
"3008",0,0,1,246.75466611,"0",36.409094498
"3009",0,0,0,250.72554619,"0",40.722196346
"3010",0,0,1,317.50797383,"0",31.914238011
"3011",0,0,2,80.489238338,"0",30.284772591
"3012",0,0,3,162.0654119,"0",32.75346067
"3013",0,0,2,266.04079897,"0",32.904357011
"3014",0,0,3,202.49044482,"0",42.420345308
"3015",1,1,1,146.29617189,"0",24.838940068
"3016",0,0,0,201.93333333,"0",NA
"3017",0,0,1,177.2573424,"0",35.034481355
"3018",0,0,0,182.99738116,"0",40.850886838
"3019",1,1,1,218.53926573,"0",35.810769362
"3020",3,2,1,208.08886428,"1",41.95642972
"3021",0,0,0,238.4610031,"0",22.206846015
"3022",0,0,3,198.82742376,"0",41.523497409
"3023",0,0,0,298.14655172,"0",29.153372016
"3024",2,0,0,358.05066023,"0",39.060627308
"3025",0,0,0,172.2000922,"0",31.819622172
"3026",1,0,1,127.3,"1",NA
"3027",0,0,3,155.26666667,"0",NA
"3028",0,0,0,202.3225002,"0",20.38046421
"3029",4,0,1,338.11080678,"0",33.491836085
"3030",0,0,1,136.81211951,"0",39.699961675
"3031",0,0,3,232.31554471,"0",33.106835776
"3032",0,0,0,211.44110206,"0",34.256364885
"3033",0,0,1,126.17015231,"0",23.698007625
"3034",1,0,2,340.71167514,"0",36.003915936
"3035",0,0,0,123.13398762,"0",34.936673908
"3036",1,0,0,173.53321041,"0",26.931994858
"3037",1,1,1,174.32656084,"0",35.598950764
"3038",0,0,0,95.366348366,"0",31.275182524
"3039",0,0,1,176.69874119,"0",43.027470528
"3040",0,0,2,101.49536566,"0",41.457025199
"3041",2,0,1,138.0960861,"0",37.253333224
"3042",0,0,0,284.06554203,"0",29.969006333
"3043",0,0,4,105.53037606,"1",41.344845835
"3044",0,0,3,99.193552575,"0",41.415631251
"3045",0,0,0,320.42145028,"0",14.097940896
"3046",1,0,0,217.78684139,"1",NA
"3047",1,0,0,123.66882077,"0",36.107923552
"3048",1,1,2,250.68186198,"0",36.933331164
"3049",0,3,0,77.992816106,"0",23.120073801
"3050",0,1,1,83.166666667,"1",NA
"3051",1,0,1,243.94168588,"0",38.327816354
"3052",0,0,2,208.07694321,"0",34.430575154
"3053",0,0,0,60.390652294,"1",22.459624387
"3054",1,0,1,169.7373629,"1",36.178122
"3055",0,0,0,331.42686954,"0",26.895804457
"3056",0,0,0,82.166666667,"0",NA
"3057",0,0,3,308.43333333,"0",NA
"3058",0,0,1,262.73333333,"0",NA
"3059",0,0,5,242.5,"0",NA
"3060",3,0,5,109.56666667,"1",NA
"3061",0,0,3,120.73333333,"1",NA
"3062",0,4,2,217.1,"1",NA
"3063",0,0,1,136.12243475,"0",26.404528407
"3064",0,0,5,283.06984094,"0",39.716770715
"3065",0,0,0,218.53926573,"0",22.484791751
"3066",0,0,4,178.00238341,"1",40.206333768
"3067",0,0,0,247.27840785,"0",24.357949543
"3068",0,0,0,186.47307149,"0",38.37360781
"3069",0,0,2,76.066666667,"0",NA
"3070",0,0,3,139.83124654,"0",31.814429354
"3071",0,0,0,213.89270901,"0",34.340882368
"3072",1,1,2,136.72448949,"0",34.107888816
"3073",0,0,3,206.23838916,"0",35.00637947
"3074",0,0,2,295.28552348,"0",32.171631931
"3075",1,1,2,102.1303682,"0",31.566885272
"3076",0,0,1,124.03338316,"0",28.173450676
"3077",0,0,0,118.30137184,"0",17.747783551
"3078",0,0,0,263.76624665,"0",28.674701982
"3079",1,1,1,146.29617189,"0",34.118615358
"3080",2,0,1,252.75748794,"0",40.608567483
"3081",0,0,1,289.37613799,"0",38.475240991
"3082",0,0,0,105.74964198,"0",24.023048237
"3083",0,1,1,263.8467774,"0",37.386854286
"3084",0,0,0,276.69318517,"0",29.284071859
"3085",1,0,0,106.51293172,"0",36.763752672
"3086",0,1,0,119.50076473,"0",33.073048345
"3087",0,0,0,90.05044751,"0",25.708393802
"3088",3,1,0,209.96666667,"1",NA
"3089",0,0,2,96.362894746,"0",42.399139279
"3090",0,0,1,98.760223233,"0",39.799527401
"3091",0,0,1,114.64013288,"0",22.323142605
"3092",0,0,4,187.65351043,"0",40.453753155
"3093",1,0,2,206.71765119,"0",30.63902291
"3094",4,0,1,351.725503,"0",31.534288917
"3095",0,0,4,149.09522704,"0",29.725746822
"3096",0,0,1,246.95963628,"0",37.099532605
"3097",0,0,0,185.37246242,"0",35.25727149
"3098",0,0,0,260.15854779,"0",36.824339033
"3099",1,0,0,161.66099425,"0",24.26256802
"3100",1,1,2,80.820591457,"0",33.364491337
"3101",0,0,0,97.763511856,"0",31.10800492
"3102",0,0,0,295.95433961,"0",28.447992405
"3103",0,0,0,105.13327106,"0",39.122996804
"3104",0,0,1,96.454705906,"0",28.452980859
"3105",3,0,1,134.92571376,"0",37.033954387
"3106",2,0,0,271.6519477,"0",37.630057159
"3107",1,0,0,262.61033998,"0",29.884757742
"3108",0,0,3,309.49638798,"0",43.48806641
"3109",0,0,0,170.81237285,"1",37.226430597
"3110",1,0,0,103.47260819,"0",39.349650518
"3111",0,0,1,73.428942397,"0",40.829128728
"3112",1,0,2,195.55232961,"0",31.058084364
"3113",0,0,0,301.14852231,"0",18.251480864
"3114",0,0,0,109.42942826,"0",28.160611312
"3115",0,0,0,269.96268873,"0",29.875928067
"3116",0,0,0,273.72507278,"0",40.041684652
"3117",0,0,2,294.99970155,"0",40.625052691
"3118",0,0,3,183.84300457,"0",42.297091696
"3119",1,2,6,77.033333333,"1",NA
"3120",0,0,0,122.46327196,"1",55.962022219
"3121",2,0,1,178.92995639,"0",27.816420302
"3122",0,0,1,190.69331375,"1",35.894025859
"3123",0,0,5,272.49983533,"0",40.033378243
"3124",0,1,0,106.39856975,"0",26.696716261
"3125",0,0,1,188.18900504,"0",35.285844744
"3126",0,10,0,190.57709682,"1",27.146885648
"3127",2,3,2,123.89341974,"1",62.559307823
"3128",0,0,0,286.37512856,"0",28.739128016
"3129",1,0,0,335.3003273,"0",36.211626812
"3130",0,0,0,1154.6333333,"1",NA
"3131",0,0,5,71.230761689,"1",40.582913478
"3132",0,0,0,140.36213401,"0",34.002295373
"3133",0,0,0,257.3285966,"0",27.57659689
"3134",0,0,0,241.50838389,"0",26.220717432
"3135",0,0,2,126.48940505,"0",35.856354887
"3136",0,0,3,320.06300966,"0",42.845962863
"3137",0,0,0,237.7636233,"0",25.439888235
"3138",0,0,0,243.54225494,"0",26.733982835
"3139",1,0,1,270.9986111,"0",27.009239289
"3140",0,0,0,177.63228248,"0",39.567208162
"3141",0,0,0,135.85642316,"0",28.151885281
"3142",0,0,1,75.413745563,"0",40.628199233
"3143",0,0,1,116.81770737,"0",20.344582168
"3144",0,0,0,153.79169482,"0",35.327836168
"3145",0,0,0,290.14892122,"0",30.318596795
"3146",0,1,0,237.17904542,"0",42.132280565
"3147",6,0,2,127.8,"1",NA
"3148",0,0,0,254.19179745,"1",38.512308689
"3149",1,0,0,108.00552587,"0",37.469017947
"3150",0,0,0,166.10628148,"0",24.955311418
"3151",0,0,1,233.78439855,"0",37.324711324
"3152",0,0,0,221.12855483,"0",27.900263904
"3153",0,0,0,204.58793388,"0",33.016153118
"3154",0,0,0,282.06851776,"0",24.962851371
"3155",0,0,1,128.58182369,"0",28.895954854
"3156",0,0,0,202.05343558,"0",21.348254512
"3157",1,1,1,297.9070847,"0",33.742374549
"3158",0,0,0,360.14696016,"0",41.902054192
"3159",0,0,1,279.11258466,"0",29.645177293
"3160",0,0,0,219.60100218,"0",34.571519125
"3161",0,0,2,280.45334363,"0",37.771957848
"3162",0,0,1,129.75779959,"0",27.6372066
"3163",0,0,2,79.991975497,"0",29.846958737
"3164",0,0,0,111.23501181,"1",31.362872385
"3165",0,0,1,261.91131698,"0",36.56433032
"3166",0,1,6,177.5,"1",NA
"3167",0,0,0,135.19190654,"0",33.050636366
"3168",2,0,0,349.43007938,"0",36.05994724
"3169",0,0,0,253.4763166,"0",36.452295794
"3170",0,0,0,228.42238215,"0",37.008373781
"3171",0,0,0,189.23698365,"0",31.125746532
"3172",0,0,0,227.39546465,"0",36.425571756
"3173",0,0,0,307.67385711,"0",28.368210586
"3174",1,1,1,218.53926573,"0",25.260098683
"3175",0,0,0,306.67417105,"0",26.156717881
"3176",0,0,1,117.19539923,"0",21.981835715
"3177",0,0,1,210.91260341,"0",38.796749949
"3178",0,0,0,246.17972137,"0",25.701205603
"3179",0,0,0,326.51841443,"0",38.836601841
"3180",0,0,0,188.24761053,"0",29.628676491
"3181",0,0,1,122.60405287,"0",25.718671082
"3182",0,0,1,115.37533239,"0",37.50862467
"3183",0,0,0,71.953791991,"0",28.004398484
"3184",0,0,0,116.52526509,"0",27.29874318
"3185",1,1,1,218.53926573,"1",NA
"3186",0,1,1,77.7,"1",NA
"3187",0,1,1,204.93333333,"0",NA
"3188",0,0,1,149.06666667,"0",NA
"3189",0,0,0,257.7,"0",NA
"3190",1,1,1,137.46666667,"0",NA
"3191",0,0,3,226.36666667,"0",NA
"3192",0,0,2,194.84216401,"0",NA
"3193",0,0,0,74.033333333,"0",NA
"3194",0,0,3,95.2,"1",NA
"3195",0,6,2,180.56666667,"1",NA
"3196",0,0,0,62.9,"1",NA
"3197",5,0,0,256.7,"1",NA
"3198",0,2,2,134.93333333,"1",NA
"3199",5,0,4,320.6,"1",NA
"3200",3,0,0,99.266666667,"1",NA
"3201",0,0,3,351.03333333,"1",NA
"3202",0,0,3,46.666666667,"1",NA
"3203",0,0,0,206.73707131,"0",25.87399085
"3204",0,0,2,125.67306046,"0",34.756185805
"3205",1,1,3,128.41759793,"0",31.166029443
"3206",2,0,0,114.9462923,"0",40.241259872
"3207",0,4,1,67.408284966,"1",44.751572195
"3208",1,1,2,120.23893457,"0",33.953593917
"3209",0,0,4,252.30598474,"0",37.316119916
"3210",0,0,0,279.3611988,"0",39.676976607
"3211",0,0,0,367.6645206,"0",39.106896383
"3212",0,0,1,110.29408781,"0",36.107340903
"3213",1,0,3,254.0957007,"0",29.818743539
"3214",0,0,2,225.70628788,"0",38.896378177
"3215",0,0,0,327.00179108,"0",12.498669801
"3216",0,0,0,147.91580911,"0",34.734277161
"3217",0,0,0,367.9970935,"0",40.640916113
"3218",1,0,0,95.523512118,"0",36.920385648
"3219",0,0,0,155.30076264,"0",25.704127792
"3220",2,0,1,151.10459247,"0",39.487198141
"3221",0,0,0,80.582655587,"0",26.767768842
"3222",0,0,0,70.016360231,"0",37.195085532
"3223",0,0,2,165.62778833,"0",29.249143602
"3224",1,0,3,103.68385576,"0",30.3535487
"3225",1,0,3,244.72881087,"0",37.492645631
"3226",0,0,0,209.19880045,"1",38.632967001
"3227",0,0,0,247.29589655,"0",25.632116425
"3228",0,0,0,101.01406133,"0",27.719938143
"3229",0,0,0,248.71878008,"0",44.552154152
"3230",0,1,1,270.58121434,"0",38.465227693
"3231",0,0,0,177.62943226,"0",39.176432459
"3232",0,0,0,289.95440059,"0",24.458320606
"3233",0,0,1,295.9554144,"0",36.787305949
"3234",0,1,1,224.76435905,"0",36.702340701
"3235",0,0,1,174.32656084,"0",23.345623213
"3236",1,1,2,248.15887558,"0",36.790875327
"3237",1,0,0,287.26088687,"0",30.098796701
"3238",0,0,0,330.97090434,"0",37.943315139
"3239",0,0,1,102.6786125,"0",41.418352854
"3240",0,0,1,118.86613395,"0",34.602827396
"3241",1,0,2,120.32397922,"0",30.556511873
"3242",0,0,1,77.283384968,"0",28.82169866
"3243",0,0,0,140.97340097,"0",28.662173401
"3244",0,0,1,163.39478871,"0",28.274888868
"3245",0,0,0,84.417030462,"1",NA
"3246",0,0,1,99.985975956,"0",26.437084055
"3247",1,0,4,115.35303064,"1",41.359036334
"3248",0,0,1,174.39613454,"1",34.538925374
"3249",0,0,3,240.52274651,"0",32.841753914
"3250",0,0,1,106.48623703,"0",38.806240708
"3251",0,0,1,115.55751256,"0",38.948918735
"3252",0,0,0,111.12595174,"0",34.179046884
"3253",0,0,0,180.93148775,"0",30.587966984
"3254",3,0,1,57.166745124,"0",39.991154244
"3255",0,0,2,139.34017022,"0",34.784870381
"3256",0,0,1,296.21148976,"0",30.3013654
"3257",0,0,1,283.84875911,"0",38.393634669
"3258",0,0,0,133.15948077,"0",27.503540171
"3259",0,0,0,215.6075405,"0",38.318514688
"3260",0,0,0,276.91108293,"0",26.696158705
"3261",0,0,1,249.21566716,"0",43.756794085
"3262",0,0,2,101.32557693,"0",27.975935447
"3263",0,0,2,147.55332445,"0",36.427218736
"3264",1,0,3,129.83794119,"0",29.311594064
"3265",0,0,1,125.13156939,"0",37.936519649
"3266",0,0,4,247.3605705,"0",36.536435564
"3267",1,2,6,90.3,"1",NA
"3268",0,0,0,90.449522446,"0",35.750060441
"3269",1,0,1,299.70523733,"0",35.986669908
"3270",0,0,0,219.30936478,"0",37.763211014
"3271",0,0,2,120.24142622,"0",35.81087795
"3272",0,0,0,202.04968272,"0",21.573385223
"3273",0,0,0,127.09997366,"0",24.5182717
"3274",0,0,0,85.232500724,"0",31.344365522
"3275",6,0,1,142.33207559,"1",46.902324378
"3276",0,0,0,118.13306488,"0",37.610845011
"3277",3,2,2,114.02344238,"0",35.90776048
"3278",2,0,0,271.7823232,"0",40.404506226
"3279",0,0,0,262.94843765,"0",38.563080996
"3280",0,0,0,194.29333919,"0",30.53780606
"3281",0,0,0,115.00219496,"0",32.251086122
"3282",0,0,0,133.16768546,"0",28.298227056
"3283",4,0,1,345.00991859,"0",32.474319466
"3284",0,0,1,148.91622747,"0",34.387028434
"3285",0,0,0,113.63599565,"0",25.357194605
"3286",0,0,0,123.25705457,"0",25.557593337
"3287",1,0,0,109.48274852,"0",34.818444993
"3288",0,1,1,95.363068679,"0",27.107619574
"3289",0,0,0,217.74427464,"0",38.251392033
"3290",0,0,1,114.28918244,"0",26.379108017
"3291",0,0,1,73.467517761,"0",29.531664151
"3292",0,0,1,281.57815248,"0",38.027521678
"3293",0,0,3,132.01922665,"0",30.186567466
"3294",0,0,5,23.333333333,"1",NA
"3295",0,0,0,117.3235888,"0",27.133989435
"3296",0,0,0,204.16561629,"0",40.507964774
"3297",0,6,2,178.65958941,"1",41.117887486
"3298",0,0,1,174.10145958,"0",37.6335491
"3299",0,0,1,272.59048247,"0",39.383064504
"3300",0,0,0,247.76164585,"0",43.701331235
"3301",0,0,0,146.3520808,"0",26.603511505
"3302",0,0,0,276.06634632,"0",24.356593557
"3303",0,1,1,198.98960053,"0",38.991431366
"3304",0,0,0,144.19816755,"0",35.114150348
"3305",2,0,1,154.85552388,"0",38.695083557
"3306",2,0,0,172.71116574,"0",27.979694402
"3307",2,0,2,212.12914517,"1",35.106719635
"3308",0,0,2,116.96135784,"0",36.251385732
"3309",0,0,1,208.46227619,"0",37.82861717
"3310",0,0,2,244.3562274,"0",35.744770886
"3311",0,0,0,136.15822253,"0",36.851723302
"3312",0,0,0,217.03704869,"0",37.462991964
"3313",1,10,5,59.833333333,"1",NA
"3314",0,0,0,126.07945262,"0",34.10902705
"3315",0,0,3,160.45470053,"0",32.276809318
"3316",0,0,1,194.84216401,"0",29.113651196
"3317",0,0,2,108.31608023,"0",31.495945715
"3318",1,1,3,115.07594761,"0",32.176380263
"3319",0,1,3,163.06666667,"1",NA
"3320",2,3,7,92.3,"1",NA
"3321",1,1,5,177.5,"1",NA
"3322",0,0,3,110.23090719,"0",41.512292086
"3323",0,0,1,265.18462525,"0",27.029438967
"3324",0,0,1,125.10948564,"0",37.103025992
"3325",0,0,1,115.80866085,"0",25.401570002
"3326",0,0,3,188.73333333,"1",NA
"3327",0,0,2,147.09858349,"0",34.467940003
"3328",0,0,0,288.00847827,"0",39.358357532
"3329",1,1,2,100.28121919,"0",31.669319454
"3330",0,0,0,145.12073677,"0",29.675382217
"3331",0,0,1,239.20163009,"0",39.301070716
"3332",0,1,0,185.97822083,"0",36.494053926
"3333",0,0,0,181.29504647,"0",30.879317294
"3334",2,0,1,46.875135751,"0",39.081826438
"3335",1,0,0,152.78264779,"0",29.203654576
"3336",0,0,1,147.13452582,"0",33.052493205
"3337",0,0,0,143.96715312,"0",36.309962492
"3338",0,0,1,152.44371441,"0",35.589662601
"3339",1,2,6,85.04333493,"1",47.840295122
"3340",0,0,0,126.09038158,"0",30.871901786
"3341",4,0,1,354.73591921,"0",34.495046658
"3342",0,0,1,89.20252735,"0",23.93494584
"3343",2,1,2,104.59286688,"0",35.592253541
"3344",0,0,3,312.88247401,"0",43.478862555
"3345",0,0,0,185.27496096,"0",30.052323948
"3346",0,0,3,144.36621588,"0",29.808589765
"3347",0,0,0,294.07325413,"0",38.581658717
"3348",0,0,1,230.7167135,"0",39.139756562
"3349",0,0,0,116.79668509,"0",23.400137117
"3350",0,0,1,107.94381754,"0",38.919210327
"3351",0,0,2,100.17400375,"0",43.769684913
"3352",0,0,0,111.78570044,"0",27.090894722
"3353",0,0,1,152.75401017,"0",36.766273628
"3354",0,0,0,75.060829426,"0",35.562993202
"3355",1,0,0,271.39666705,"0",27.283395304
"3356",0,0,0,196.1319389,"0",37.923659517
"3357",0,0,0,114.66761831,"0",21.933006318
"3358",0,0,0,169.73348753,"0",39.770628448
"3359",0,0,0,283.04094598,"0",25.225910201
"3360",2,0,1,57.090659606,"0",40.85911311
"3361",1,0,0,177.85484553,"0",29.60717111
"3362",0,0,1,267.78350875,"0",37.934570083
"3363",0,0,2,91.04574898,"0",38.685506283
"3364",0,0,0,96.157561735,"0",27.592277381
"3365",0,0,0,83.59853183,"0",33.626585668
"3366",1,1,3,110.73572859,"0",32.221024839
"3367",0,0,2,148.0652591,"0",38.962872064
"3368",0,0,5,28.011491753,"1",41.463373328
"3369",0,0,3,244.51806442,"0",30.403203826
"3370",0,0,2,85.183412567,"0",40.20948611
"3371",0,0,0,70.225870315,"0",36.023276773
"3372",0,0,0,82.39838379,"0",25.329250867
"3373",0,0,0,118.4559036,"0",37.160561204
"3374",0,0,3,303.83765082,"0",40.246312084
"3375",0,0,0,282.9357846,"0",27.97949547
"3376",0,0,1,114.18355498,"0",27.575809699
"3377",0,0,0,132.6098608,"0",36.459087678
"3378",0,0,1,179.84935161,"0",33.142257222
"3379",0,0,2,135.12322489,"0",38.937112238
"3380",0,0,0,187.18332939,"0",31.817471916
"3381",0,0,0,208.46653704,"0",30.813240588
"3382",0,0,0,123.73667435,"0",28.155959991
"3383",2,2,2,105.76796088,"0",34.629922009
"3384",0,1,1,256.85447121,"0",36.354036449
"3385",0,0,0,270.04499102,"0",27.467001805
"3386",0,0,0,241.37530714,"0",28.846448119
"3387",0,0,2,86.702624803,"0",31.359609533
"3388",0,0,2,78.838898801,"0",30.062792323
"3389",0,0,0,265.02210303,"0",26.480792368
"3390",0,0,0,121.87970265,"0",19.142116568
"3391",0,0,0,268.71530396,"0",24.251971765
"3392",0,0,0,85.850829978,"0",32.294216902
"3393",0,0,0,238.16689863,"0",20.079334384
"3394",0,0,3,246.7969491,"0",32.509012068
"3395",2,1,0,138.01100827,"1",38.289202295
"3396",0,0,0,259.96383104,"0",39.831500564
"3397",0,0,0,113.05889691,"0",24.072191356
"3398",0,0,3,162.38956192,"0",29.961189014
"3399",0,0,0,250.48710842,"0",39.15632328
"3400",3,0,0,176.87076849,"0",26.189767088
"3401",0,0,0,89.43649279,"0",27.710657289
"3402",0,1,2,79.1215828,"0",26.518830695
"3403",1,0,0,95.684254766,"0",38.142822739
"3404",1,0,6,90.3,"1",NA
"3405",1,1,2,125.85853903,"0",32.847435051
"3406",2,0,1,123.02256355,"0",39.491487113
"3407",0,0,0,117.08978536,"1",42.373232999
"3408",0,1,1,279.00708055,"0",36.07297543
"3409",1,0,1,288.65558416,"0",41.946375198
"3410",0,0,0,83.861641243,"0",26.405666645
"3411",1,0,1,74.429307591,"1",29.975603348
"3412",0,0,2,206.96666667,"0",NA
"3413",0,0,3,122.06196718,"0",30.033722382
"3414",0,0,2,307.25070127,"0",41.439390666
"3415",1,0,3,247.97282353,"0",40.591687385
"3416",0,0,0,155.88472429,"0",23.58566428
"3417",0,0,0,237.10163194,"0",36.33819671
"3418",4,0,1,340.46080102,"0",30.575650029
"3419",0,0,0,84.639348205,"0",32.886875225
"3420",0,0,1,150.80236935,"0",23.200941214
"3421",0,0,0,293.98043579,"0",27.097523474
"3422",0,0,1,180.6,"0",NA
"3423",0,0,2,102.59467389,"0",26.353753375
"3424",0,0,4,219.16666667,"0",NA
"3425",4,0,1,312.53333333,"0",NA
"3426",0,0,0,250.56666667,"0",NA
"3427",0,0,2,179.56666667,"0",NA
"3428",0,0,0,202.9,"0",NA
"3429",1,0,1,308.46666667,"0",NA
"3430",0,0,3,272.93333333,"0",NA
"3431",0,0,1,190.8,"0",NA
"3432",0,0,0,108.53333333,"0",NA
"3433",0,0,1,129.83333333,"1",NA
"3434",0,3,0,109.56666667,"1",NA
"3435",0,0,2,165.33333333,"1",NA
"3436",0,2,3,150.1,"1",NA
"3437",0,2,5,112.63333333,"1",NA
"3438",2,3,2,110.63333333,"1",NA
"3439",1,0,0,290.2806482,"0",37.16369797
"3440",2,0,0,120.15410625,"0",37.547732856
"3441",0,0,0,126.42643974,"0",37.877411067
"3442",0,0,0,62.088605958,"1",31.570298921
"3443",0,0,2,218.53926573,"0",30.778166837
"3444",0,0,1,178.66176401,"0",33.336960792
"3445",1,2,1,121.76146583,"0",34.025207507
"3446",0,0,2,122.73333333,"1",NA
"3447",0,0,0,191.28207894,"0",39.483023972
"3448",0,0,1,189.87427039,"0",37.352105103
"3449",0,0,0,244.88185992,"0",23.537045228
"3450",0,0,1,182.59781573,"0",30.675510367
"3451",0,0,3,218.01938613,"0",40.15214366
"3452",0,0,0,154.4259959,"0",33.678025773
"3453",0,0,0,256.2054726,"0",27.384116512
"3454",3,0,1,52.94238739,"0",40.616797274
"3455",0,0,0,178.19207766,"0",40.574022482
"3456",2,7,10,136.5300202,"1",33.272297524
"3457",0,0,0,247.54527102,"0",21.469271809
"3458",0,0,3,83.167810785,"0",32.285405494
"3459",0,0,2,293.35858684,"0",43.617714297
"3460",0,0,1,127.24619628,"0",37.525272691
"3461",0,0,3,230.07213106,"0",40.298698909
"3462",0,0,1,313.60338664,"0",42.119285302
"3463",0,0,1,356.90906747,"0",40.874382077
"3464",0,0,3,73.746710533,"0",31.571018889
"3465",0,0,0,249.4133616,"0",43.727930478
"3466",0,0,1,111.53221405,"0",24.449452808
"3467",0,0,0,175.89535449,"0",37.945522273
"3468",0,0,1,164.90961318,"0",29.016609979
"3469",0,0,0,313.03794532,"0",27.199154012
"3470",0,2,3,75.066666667,"0",NA
"3471",1,0,0,96.177793274,"0",34.709935978
"3472",0,0,2,73.007277303,"0",29.804601445
"3473",0,3,2,102.46098622,"1",38.345340781
"3474",0,0,2,223.90191801,"0",35.998225405
"3475",0,0,1,126.04800979,"0",36.926634786
"3476",0,0,0,231.54972268,"0",20.415931614
"3477",0,0,2,168.95996818,"0",36.056437467
"3478",0,0,0,122.71770946,"1",33.693831299
"3479",0,0,2,67,"0",NA
"3480",1,0,7,102.5,"1",NA
"3481",0,0,2,278.3074217,"0",32.721694978
"3482",2,0,0,157.40967898,"0",27.946675965
"3483",0,0,0,161.35269333,"0",23.896554711
"3484",0,0,1,89.599838668,"0",41.230526879
"3485",0,0,0,232.29712557,"0",20.856067533
"3486",0,0,0,202.53433338,"0",27.436646043
"3487",0,0,0,69.410776649,"0",35.357287245
"3488",0,0,0,95.34376502,"0",26.692666627
"3489",3,0,0,188.50461695,"1",78.654386048
"3490",0,0,2,278.44302157,"0",38.939650897
"3491",0,0,0,181.91176992,"0",33.209409246
"3492",0,0,0,268.19826067,"0",24.748181035
"3493",0,0,0,194.05429283,"0",37.725760606
"3494",0,1,0,287.97462979,"0",28.362882965
"3495",0,0,0,118.53458669,"0",39.720488984
"3496",0,0,1,138.17185084,"0",38.332316894
"3497",0,0,1,248.48194525,"0",24.590633188
"3498",0,0,0,192.97728543,"0",26.860500326
"3499",0,0,1,183.61441489,"0",36.299617975
"3500",0,0,3,324.614647,"0",43.90230255
"3501",0,0,0,122.86557582,"0",29.397593104
"3502",0,0,3,140.51585064,"0",38.899231691
"3503",0,0,0,110.55227739,"0",40.00125599
"3504",2,0,1,118.66666667,"0",NA
"3505",1,3,2,171.46666667,"1",NA
"3506",0,0,0,86.684295749,"0",25.244046294
"3507",0,0,0,109.33710593,"0",36.213987487
"3508",0,0,0,85.843161697,"0",27.633516483
"3509",0,0,0,77.521818836,"0",32.004056088
"3510",1,0,0,274.48139853,"0",30.269218177
"3511",1,1,1,148.76466054,"0",29.962401502
"3512",0,0,0,154.15011358,"0",22.854999265
"3513",0,0,0,76.794701258,"0",32.74121014
"3514",0,0,2,153.84976303,"0",21.76282696
"3515",2,1,2,123.09855199,"0",36.354203237
"3516",0,0,3,376.72364282,"1",47.830671133
"3517",0,0,2,280.04883361,"0",33.363528658
"3518",0,0,0,237.2759487,"0",38.41536702
"3519",0,0,0,80.155757172,"0",35.425579192
"3520",0,0,2,294.42411801,"0",33.488547383
"3521",0,0,0,119.05781713,"1",35.364128433
"3522",0,0,2,159.16923466,"1",38.079761822
"3523",0,0,0,93.432749909,"0",29.116887715
"3524",1,1,1,140.48070351,"0",29.967505846
"3525",0,0,3,163.85439342,"0",37.078117787
"3526",0,0,0,239.84485263,"0",38.662629402
"3527",0,0,0,247.64957888,"0",24.980298956
"3528",0,1,1,109.96140649,"0",27.911845443
"3529",0,0,0,178.01583301,"0",39.707988067
"3530",0,0,1,279.37005066,"0",38.750299661
"3531",0,0,6,199.00057602,"1",41.006103287
"3532",0,0,1,172.75912343,"0",35.189447274
"3533",0,0,0,129.66321658,"0",28.904478844
"3534",0,0,0,187.23013253,"0",38.188143858
"3535",0,1,0,178.64563647,"0",30.931410217
"3536",0,0,1,152.04065885,"0",27.356208077
"3537",0,0,0,272.03410245,"0",27.478583037
"3538",0,0,0,120.09026456,"0",34.243440963
"3539",0,0,0,326.56732823,"0",38.151671011
"3540",0,0,0,246.99093051,"0",39.611541723
"3541",0,0,0,160.73226514,"0",25.372047645
"3542",0,0,1,282.90060926,"0",40.038841103
"3543",0,0,0,199.7237771,"0",36.982729198
"3544",0,0,0,78.949070691,"0",31.808242985
